,Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
8478,10904,Volkswagen Polo,Volkswagen,Polo,8,32000,Individual,Diesel,Manual,22.07,1199,73.9,5,300000
8479,10905,Skoda Octavia,Skoda,Octavia,5,80500,Dealer,Diesel,Automatic,19.3,1968,141.0,5,1600000
8480,10906,Maruti Alto,Maruti,Alto,4,60000,Individual,Petrol,Manual,24.7,796,47.3,5,250000
8481,10907,Hyundai Grand,Hyundai,Grand,5,58000,Dealer,Diesel,Manual,24.0,1186,73.97,5,360000
8482,10908,Maruti Alto,Maruti,Alto,3,20000,Individual,Petrol,Manual,24.7,796,47.3,5,310000
8483,10909,Maruti Wagon R,Maruti,Wagon R,8,70000,Individual,Petrol,Manual,20.51,998,67.04,5,250000
8484,10910,Skoda Rapid,Skoda,Rapid,9,25000,Dealer,Diesel,Manual,20.5,1598,103.5,5,225000
8485,10911,Maruti Ertiga,Maruti,Ertiga,4,79000,Dealer,Diesel,Manual,20.77,1248,88.8,7,850000
8486,10912,Hyundai i20,Hyundai,i20,2,15000,Individual,Diesel,Manual,22.54,1396,88.76,5,700000
8487,10913,Honda WR-V,Honda,WR-V,4,25000,Individual,Petrol,Manual,17.5,1199,88.7,5,650000
8488,10914,Maruti Baleno,Maruti,Baleno,4,120000,Individual,Petrol,Manual,21.1,998,100.0,5,500000
8489,10915,Mahindra Scorpio,Mahindra,Scorpio,2,30000,Individual,Diesel,Manual,15.4,2523,75.0,7,850000
8490,10916,Hyundai Creta,Hyundai,Creta,5,37859,Dealer,Diesel,Manual,21.38,1396,88.7,5,709000
8491,10917,Hyundai i10,Hyundai,i10,8,50000,Dealer,Petrol,Manual,20.36,1197,78.9,5,285000
8492,10918,Maruti Swift Dzire,Maruti,Swift Dzire,4,70000,Individual,Diesel,Manual,28.4,1248,74.02,5,600000
8493,10919,Ford Freestyle,Ford,Freestyle,3,7000,Individual,Petrol,Manual,19.0,1194,94.68,5,750000
8494,10920,Maruti Ciaz,Maruti,Ciaz,3,36000,Dealer,Diesel,Manual,28.09,1248,88.5,5,975000
8495,10922,Maruti Wagon R,Maruti,Wagon R,9,43000,Dealer,Petrol,Manual,21.79,998,67.05,5,245000
8496,10923,Mahindra Bolero,Mahindra,Bolero,11,211000,Individual,Diesel,Manual,13.6,2523,63.0,7,275000
8497,10924,Hyundai i20,Hyundai,i20,7,70000,Individual,Petrol,Automatic,15.0,1396,98.6,5,375000
8498,10926,Toyota Innova,Toyota,Innova,12,150000,Dealer,Diesel,Manual,12.8,2494,102.0,8,505000
8499,10927,Tata Tiago,Tata,Tiago,4,31000,Individual,Petrol,Manual,23.84,1199,84.0,5,350000
8500,10929,Ford Ecosport,Ford,Ecosport,6,31700,Dealer,Diesel,Manual,22.7,1498,89.84,5,640000
8501,10930,Maruti Alto,Maruti,Alto,10,25000,Individual,Petrol,Manual,19.7,796,46.3,5,160000
8502,10931,Hyundai i20,Hyundai,i20,8,57692,Individual,Diesel,Manual,21.27,1396,88.76,5,450000
8503,10932,Honda City,Honda,City,4,80000,Individual,Diesel,Manual,25.6,1498,97.9,5,961000
8504,10933,Datsun redi-GO,Datsun,redi-GO,3,2300,Dealer,Petrol,Manual,20.71,799,53.64,5,325000
8505,10934,Maruti Ertiga,Maruti,Ertiga,2,20000,Individual,Diesel,Manual,25.47,1248,88.5,7,1000000
8506,10936,Hyundai Grand,Hyundai,Grand,7,75570,Dealer,Petrol,Automatic,18.9,1197,82.0,5,430000
8507,10937,Ford Freestyle,Ford,Freestyle,3,20000,Individual,Diesel,Manual,24.4,1498,98.63,5,720000
8508,10938,Maruti Swift,Maruti,Swift,6,123000,Dealer,Diesel,Manual,25.2,1248,74.0,5,595000
8509,10939,Maruti Alto,Maruti,Alto,4,14870,Individual,Petrol,Manual,24.7,796,47.3,5,298000
8510,10940,Maruti Ciaz,Maruti,Ciaz,3,24099,Dealer,Diesel,Manual,28.09,1248,88.5,5,800000
8511,10941,Hyundai Grand,Hyundai,Grand,7,44500,Dealer,Petrol,Manual,18.9,1197,81.86,5,375000
8512,10942,Hyundai Creta,Hyundai,Creta,5,70000,Individual,Diesel,Manual,21.38,1396,88.7,5,900000
8513,10943,Hyundai i10,Hyundai,i10,10,105000,Individual,Petrol,Manual,20.36,1197,78.9,5,165000
8514,10944,Honda WR-V,Honda,WR-V,3,52000,Dealer,Diesel,Manual,25.5,1498,98.6,5,850000
8515,10945,Honda Amaze,Honda,Amaze,3,15000,Individual,Petrol,Automatic,18.1,1199,88.7,5,550000
8516,10946,Renault KWID,Renault,KWID,4,30000,Individual,Petrol,Automatic,24.04,999,67.0,5,320000
8517,10948,Honda Amaze,Honda,Amaze,5,40000,Individual,Diesel,Manual,25.8,1498,98.6,5,400000
8518,10949,Maruti Vitara,Maruti,Vitara,3,50000,Individual,Diesel,Manual,24.3,1248,88.5,5,860000
8519,10950,Skoda Octavia,Skoda,Octavia,3,52700,Dealer,Diesel,Automatic,19.5,1968,141.0,5,2350000
8520,10951,Maruti Wagon R,Maruti,Wagon R,14,80000,Individual,LPG,Manual,17.3,1061,57.5,5,125000
8521,10952,Maruti Wagon R,Maruti,Wagon R,7,54099,Dealer,Petrol,Manual,18.9,998,67.1,5,280000
8522,10953,Maruti Alto,Maruti,Alto,9,19455,Dealer,Petrol,Manual,19.7,796,46.3,5,185000
8523,10954,Hyundai Verna,Hyundai,Verna,8,104500,Individual,Diesel,Manual,22.32,1582,126.3,5,540000
8524,10956,Hyundai Verna,Hyundai,Verna,4,11800,Individual,Petrol,Manual,17.43,1396,105.5,5,700000
8525,10958,Mahindra Bolero,Mahindra,Bolero,7,67000,Dealer,Diesel,Manual,21.0,1498,74.96,7,470000
8526,10959,Honda City,Honda,City,10,40142,Dealer,Petrol,Manual,17.0,1497,118.0,5,310000
8527,10960,Hyundai i20,Hyundai,i20,5,70800,Dealer,Diesel,Manual,22.54,1396,88.73,5,650000
8528,10961,Honda Jazz,Honda,Jazz,6,64300,Dealer,Petrol,Manual,18.7,1199,88.7,5,560000
8529,10962,Maruti Wagon R,Maruti,Wagon R,4,5388,Individual,Petrol,Manual,20.51,998,67.04,5,409000
8530,10963,Ford Figo,Ford,Figo,9,60000,Individual,Diesel,Manual,20.0,1399,68.0,5,265000
8531,10966,Maruti Swift,Maruti,Swift,9,110000,Individual,Diesel,Manual,22.9,1248,74.0,5,300000
8532,10968,Ford Figo,Ford,Figo,8,95000,Individual,Diesel,Manual,20.0,1399,68.1,5,220000
8533,10969,Ford Ecosport,Ford,Ecosport,5,150000,Individual,Diesel,Manual,22.77,1498,98.59,5,625000
8534,10970,Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,49000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,999000
8535,10971,Renault Duster,Renault,Duster,7,42514,Dealer,Diesel,Manual,19.72,1461,108.45,5,525000
8536,10972,Mahindra KUV,Mahindra,KUV,4,5000,Individual,Petrol,Manual,18.15,1198,82.0,6,356000
8537,10973,Hyundai Grand,Hyundai,Grand,2,5000,Individual,Petrol,Automatic,20.7,1197,81.86,5,650000
8538,10974,Volkswagen Vento,Volkswagen,Vento,4,57700,Dealer,Petrol,Manual,15.04,1598,103.2,5,750000
8539,10976,Renault KWID,Renault,KWID,3,23000,Dealer,Petrol,Manual,23.01,999,67.0,5,310000
8540,10977,Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,Diesel,Manual,26.59,1248,74.0,5,500000
8541,10978,Datsun RediGO,Datsun,RediGO,4,30000,Individual,Petrol,Manual,22.7,799,53.64,5,275000
8542,10979,Volkswagen Vento,Volkswagen,Vento,10,160000,Individual,Petrol,Manual,15.8,1598,105.0,5,225000
8543,10980,Hyundai Verna,Hyundai,Verna,9,54000,Individual,Diesel,Manual,22.32,1582,126.32,5,470000
8544,10982,Toyota Fortuner,Toyota,Fortuner,10,252000,Individual,Diesel,Manual,11.5,2982,171.0,7,800000
8545,10983,Honda Amaze,Honda,Amaze,4,35000,Individual,Petrol,Manual,17.8,1198,86.7,5,525000
8546,10984,Lexus NX,Lexus,NX,3,44000,Dealer,Petrol,Automatic,18.32,2499,194.3,5,4500000
8547,10985,Maruti Swift,Maruti,Swift,2,23000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
8548,10987,Maruti Wagon R,Maruti,Wagon R,4,10000,Dealer,Petrol,Manual,18.9,998,67.1,5,399000
8549,10988,Maruti Alto,Maruti,Alto,11,80000,Dealer,CNG,Manual,26.83,796,38.4,5,150000
8550,10989,Maruti Swift Dzire,Maruti,Swift Dzire,5,20000,Individual,Diesel,Manual,26.59,1248,74.0,5,620000
8551,10992,Maruti Eeco,Maruti,Eeco,9,96500,Individual,CNG,Manual,15.1,1196,73.0,5,170000
8552,10994,Maruti Wagon R,Maruti,Wagon R,8,44400,Dealer,Petrol,Manual,21.79,998,67.05,5,300000
8553,10995,Maruti Alto,Maruti,Alto,11,48679,Dealer,Petrol,Manual,19.7,796,46.3,5,130000
8554,10996,Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5,160000
8555,10997,Mahindra XUV300,Mahindra,XUV300,2,10000,Individual,Diesel,Manual,20.0,1497,115.0,5,1100000
8556,10998,Honda Jazz,Honda,Jazz,9,45000,Dealer,Petrol,Manual,16.7,1198,88.8,5,299000
8557,10999,Honda City,Honda,City,7,142000,Individual,Diesel,Manual,25.1,1498,98.6,5,551000
8558,11000,Honda City,Honda,City,6,10000,Individual,Petrol,Manual,17.4,1497,117.3,5,675000
8559,11001,Honda Amaze,Honda,Amaze,6,90000,Individual,Petrol,Manual,18.0,1198,86.7,5,350000
8560,11002,Volkswagen Polo,Volkswagen,Polo,6,46888,Dealer,Petrol,Manual,16.47,1198,74.0,5,400000
8561,11003,Hyundai i20,Hyundai,i20,5,30000,Dealer,Petrol,Manual,18.6,1197,81.83,5,530000
8562,11004,Mahindra XUV500,Mahindra,XUV500,7,50000,Individual,Diesel,Manual,15.1,2179,140.0,7,590000
8563,11005,Mahindra XUV500,Mahindra,XUV500,6,15000,Individual,Diesel,Manual,15.1,2179,140.0,7,950000
8564,11007,Hyundai Verna,Hyundai,Verna,7,45000,Dealer,Petrol,Manual,17.43,1396,105.5,5,450000
8565,11008,Hyundai i10,Hyundai,i10,12,54000,Dealer,Petrol,Manual,19.81,1086,68.05,5,275000
8566,11009,Skoda Octavia,Skoda,Octavia,4,46000,Dealer,Diesel,Automatic,19.5,1968,141.0,5,1925000
8567,11010,Tata Tiago,Tata,Tiago,5,35000,Individual,Petrol,Manual,23.84,1199,84.0,5,350000
8568,11013,Maruti Baleno,Maruti,Baleno,5,30000,Individual,Petrol,Manual,21.4,1197,83.1,5,475000
8569,11014,Mahindra XUV500,Mahindra,XUV500,6,80000,Individual,Diesel,Automatic,16.0,2179,140.0,7,900000
8570,11015,Hyundai i20,Hyundai,i20,11,97780,Dealer,Diesel,Manual,25.2,1493,98.63,5,320000
8571,11016,Hyundai i20,Hyundai,i20,4,25000,Individual,Petrol,Manual,17.19,1197,81.86,5,650000
8572,11017,Mahindra Scorpio,Mahindra,Scorpio,6,49000,Dealer,Diesel,Manual,15.4,2179,120.0,8,988000
8573,11018,Maruti Ciaz,Maruti,Ciaz,6,80000,Individual,Diesel,Manual,26.21,1248,88.5,5,700000
8574,11020,Datsun GO,Datsun,GO,7,35000,Individual,Petrol,Manual,20.63,1198,67.0,5,190000
8575,11022,Mahindra Scorpio,Mahindra,Scorpio,2,35000,Individual,Diesel,Manual,16.36,2179,140.0,7,1350000
8576,11023,Skoda Superb,Skoda,Superb,6,39000,Dealer,Petrol,Manual,13.14,1798,160.0,5,799000
8577,11024,Maruti Swift Dzire,Maruti,Swift Dzire,12,51800,Dealer,Petrol,Manual,17.5,1298,85.8,5,245000
8578,11025,Honda City,Honda,City,6,50000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,595000
8579,11026,Maruti Ciaz,Maruti,Ciaz,3,40000,Individual,Petrol,Manual,20.73,1373,91.1,5,770000
8580,11027,Honda Amaze,Honda,Amaze,5,66000,Dealer,Diesel,Manual,24.7,1498,98.63,5,450000
8581,11028,Volkswagen Polo,Volkswagen,Polo,10,199000,Dealer,Petrol,Manual,16.47,1198,73.9,5,199000
8582,11029,Honda City,Honda,City,6,58058,Dealer,Petrol,Manual,17.4,1497,117.3,5,500000
8583,11031,Honda Amaze,Honda,Amaze,3,25000,Individual,Petrol,Manual,19.5,1199,88.76,5,630000
8584,11032,Maruti Swift Dzire,Maruti,Swift Dzire,6,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
8585,11034,Hyundai i10,Hyundai,i10,8,75174,Dealer,Petrol,Manual,20.36,1197,78.9,5,345000
8586,11035,Maruti Ciaz,Maruti,Ciaz,7,34900,Dealer,Diesel,Manual,26.21,1248,88.5,5,575000
8587,11037,Hyundai Verna,Hyundai,Verna,6,27900,Dealer,Petrol,Manual,17.43,1396,105.5,5,480000
8588,11039,Maruti Ciaz,Maruti,Ciaz,5,48048,Dealer,Diesel,Manual,28.09,1248,88.5,5,575000
8589,11040,Maruti Wagon R,Maruti,Wagon R,14,48343,Dealer,Petrol,Manual,18.9,1061,67.0,5,180000
8590,11041,Datsun RediGO,Datsun,RediGO,4,21300,Dealer,Petrol,Manual,22.7,799,53.64,5,230000
8591,11042,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,11,58000,Individual,Petrol,Automatic,11.7,1796,178.0,5,840000
8592,11043,Mercedes-Benz C-Class,Mercedes-Benz,C-Class,6,24000,Dealer,Diesel,Automatic,15.8,2143,170.0,5,4200000
8593,11044,Maruti Ertiga,Maruti,Ertiga,5,103000,Individual,Diesel,Manual,24.52,1248,88.5,7,675000
8594,11046,Maruti Alto,Maruti,Alto,5,68102,Dealer,Petrol,Manual,23.95,998,67.05,5,365000
8595,11047,Tata Nexon,Tata,Nexon,3,50000,Individual,Diesel,Manual,21.5,1497,108.5,5,680000
8596,11048,Maruti Wagon R,Maruti,Wagon R,6,27300,Dealer,Petrol,Manual,20.52,1197,81.8,5,319000
8597,11049,Tata Tiago,Tata,Tiago,5,25000,Individual,Petrol,Manual,23.84,1199,84.0,5,350000
8598,11050,Ford Endeavour,Ford,Endeavour,5,80000,Individual,Diesel,Automatic,10.91,3198,197.0,7,2200000
8599,11052,Honda City,Honda,City,6,45000,Dealer,Diesel,Manual,26.0,1498,98.6,5,650000
8600,11054,Ford Ecosport,Ford,Ecosport,5,79000,Dealer,Diesel,Manual,21.7,1498,98.96,5,550000
8601,11056,Toyota Innova,Toyota,Innova,6,181684,Dealer,Diesel,Manual,12.99,2494,100.6,7,975000
8602,11057,Honda City,Honda,City,6,50000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,800000
8603,11058,Hyundai Verna,Hyundai,Verna,2,65000,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1100000
8604,11059,Hyundai Verna,Hyundai,Verna,2,8836,Individual,Petrol,Manual,17.0,1591,121.3,5,1171000
8605,11060,Maruti Swift Dzire,Maruti,Swift Dzire,5,61000,Dealer,Diesel,Manual,26.59,1248,74.0,5,550000
8606,11062,Mahindra Scorpio,Mahindra,Scorpio,7,100000,Individual,Diesel,Manual,12.05,2179,120.0,8,700000
8607,11063,Toyota Innova,Toyota,Innova,6,38500,Individual,Diesel,Manual,12.99,2494,100.6,7,1250000
8608,11064,Maruti Wagon R,Maruti,Wagon R,4,23967,Dealer,Petrol,Manual,21.79,998,67.05,5,295000
8609,11065,Maruti Swift,Maruti,Swift,1,1500,Individual,Diesel,Manual,28.4,1248,74.0,5,685000
8610,11067,Honda Amaze,Honda,Amaze,3,22000,Dealer,Diesel,Manual,25.8,1498,98.6,5,660000
8611,11068,Tata Tiago,Tata,Tiago,2,20000,Individual,Diesel,Manual,27.28,1047,69.0,5,500000
8612,11069,Volkswagen Vento,Volkswagen,Vento,6,260000,Individual,Diesel,Automatic,21.21,1498,103.2,5,700000
8613,11070,Hyundai i10,Hyundai,i10,11,31000,Dealer,Petrol,Manual,20.36,1197,78.9,5,210000
8614,11071,Volvo XC60,Volvo,XC60,6,120000,Dealer,Diesel,Automatic,11.2,2400,215.0,5,1800000
8615,11073,Maruti Wagon R,Maruti,Wagon R,9,50000,Individual,Petrol,Manual,18.9,998,67.1,5,265000
8616,11074,Honda Amaze,Honda,Amaze,8,66000,Individual,Diesel,Manual,25.8,1498,98.6,5,360000
8617,11076,Maruti Swift Dzire,Maruti,Swift Dzire,3,20000,Individual,Petrol,Manual,21.21,1197,81.8,5,600000
8618,11078,Maruti Swift Dzire,Maruti,Swift Dzire,8,63980,Dealer,Diesel,Manual,19.3,1248,73.9,5,450000
8619,11079,Maruti Swift Dzire,Maruti,Swift Dzire,3,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,765000
8620,11080,Toyota Innova,Toyota,Innova,8,70000,Individual,Diesel,Manual,12.99,2494,100.6,8,700000
8621,11081,Maruti Wagon R,Maruti,Wagon R,6,25000,Dealer,Petrol,Manual,18.9,998,67.1,5,350000
8622,11082,Hyundai Grand,Hyundai,Grand,2,8000,Dealer,Petrol,Manual,18.9,1197,81.86,5,635000
8623,11084,Maruti Wagon R,Maruti,Wagon R,10,76239,Dealer,LPG,Manual,26.2,998,58.2,5,260000
8624,11086,Maruti Alto,Maruti,Alto,6,30000,Individual,Petrol,Manual,22.74,796,47.3,5,210000
8625,11087,Hyundai i20,Hyundai,i20,11,70000,Dealer,Petrol,Manual,18.5,1197,80.0,5,250000
8626,11088,Renault KWID,Renault,KWID,5,22000,Individual,Petrol,Manual,25.17,799,53.3,5,300000
8627,11089,Mahindra Scorpio,Mahindra,Scorpio,4,59800,Dealer,Diesel,Manual,15.4,1997,120.0,7,850000
8628,11090,Datsun RediGO,Datsun,RediGO,4,16000,Dealer,Petrol,Manual,22.7,799,53.64,5,225000
8629,11091,Maruti Ignis,Maruti,Ignis,3,12000,Individual,Petrol,Manual,20.89,1197,81.8,5,468000
8630,11093,Maruti Alto,Maruti,Alto,9,105800,Individual,Petrol,Manual,20.92,998,67.1,5,160000
8631,11094,Kia Seltos,Kia,Seltos,1,13000,Dealer,Petrol,Automatic,16.8,1497,113.4,5,1650000
8632,11095,Maruti Alto,Maruti,Alto,4,20000,Individual,Petrol,Manual,23.95,998,67.05,5,350000
8633,11096,Hyundai Elantra,Hyundai,Elantra,8,130600,Dealer,Diesel,Manual,22.7,1582,126.24,5,525000
8634,11099,Volkswagen Polo,Volkswagen,Polo,7,72000,Individual,Petrol,Manual,16.47,1198,74.0,5,390000
8635,11100,Maruti Celerio,Maruti,Celerio,4,20500,Individual,Petrol,Manual,23.1,998,67.04,5,350000
8636,11101,Hyundai Grand,Hyundai,Grand,5,60000,Individual,Petrol,Manual,18.9,1197,82.0,5,360000
8637,11102,BMW 5,BMW,5,11,93800,Dealer,Diesel,Automatic,16.73,2993,218.0,5,1450000
8638,11103,Ford Figo,Ford,Figo,9,80000,Individual,Diesel,Manual,20.0,1399,68.0,5,180000
8639,11104,Maruti Alto,Maruti,Alto,6,32000,Dealer,Petrol,Manual,22.74,796,47.3,5,300000
8640,11105,Mahindra KUV,Mahindra,KUV,5,26026,Dealer,Diesel,Manual,25.32,1198,77.0,6,400000
8641,11107,Honda Amaze,Honda,Amaze,4,25000,Dealer,Petrol,Automatic,18.1,1199,88.7,5,620000
8642,11108,Mahindra Scorpio,Mahindra,Scorpio,3,50000,Individual,Diesel,Manual,16.36,2179,140.0,7,1450000
8643,11109,Maruti Swift Dzire,Maruti,Swift Dzire,7,44852,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000
8644,11110,Mahindra XUV300,Mahindra,XUV300,2,20000,Individual,Diesel,Manual,20.0,1497,115.0,5,1030000
8645,11111,Hyundai Grand,Hyundai,Grand,3,60000,Individual,Diesel,Manual,24.0,1186,73.97,5,536000
8646,11112,Renault KWID,Renault,KWID,3,34000,Individual,Petrol,Manual,25.17,799,53.3,5,285000
8647,11113,Hyundai i20,Hyundai,i20,4,39000,Dealer,Diesel,Manual,21.19,1396,88.73,5,850000
8648,11117,Mahindra Bolero,Mahindra,Bolero,4,60000,Individual,Diesel,Manual,15.96,2523,62.1,9,550000
8649,11118,Honda Amaze,Honda,Amaze,6,42380,Dealer,Diesel,Manual,25.8,1498,98.6,5,359000
8650,11119,Maruti Ertiga,Maruti,Ertiga,2,25000,Individual,Diesel,Manual,25.47,1248,88.5,7,950000
8651,11121,Ford Ecosport,Ford,Ecosport,5,78000,Dealer,Diesel,Manual,22.77,1498,98.59,5,715000
8652,11124,Maruti Wagon R,Maruti,Wagon R,5,40000,Individual,Petrol,Manual,20.51,998,67.04,5,300000
8653,11125,Hyundai Venue,Hyundai,Venue,1,5000,Individual,Petrol,Automatic,18.15,998,118.35,5,1100000
8654,11126,Hyundai i10,Hyundai,i10,8,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,230000
8655,11127,Renault Duster,Renault,Duster,5,120000,Individual,Diesel,Manual,19.6,1461,108.45,5,700000
8656,11128,Maruti Swift Dzire,Maruti,Swift Dzire,8,93000,Dealer,Diesel,Manual,19.3,1248,73.9,5,520000
8657,11129,Maruti Ertiga,Maruti,Ertiga,8,101000,Individual,Diesel,Manual,20.77,1248,88.8,7,500000
8658,11131,Hyundai i20,Hyundai,i20,3,15000,Individual,Petrol,Manual,18.6,1197,81.83,5,700000
8659,11132,Hyundai Grand,Hyundai,Grand,8,79115,Dealer,Diesel,Manual,24.0,1120,70.0,5,320000
8660,11133,Maruti Alto,Maruti,Alto,4,42691,Dealer,Petrol,Manual,24.7,796,47.3,5,300000
8661,11134,Tata Tiago,Tata,Tiago,2,10000,Individual,Petrol,Manual,23.84,1199,84.0,5,470000
8662,11135,Maruti Wagon R,Maruti,Wagon R,11,74804,Dealer,Petrol,Manual,18.9,998,67.1,5,275000
8663,11137,Toyota Innova,Toyota,Innova,14,150000,Individual,Diesel,Manual,12.8,2494,102.0,8,600000
8664,11138,Maruti Alto,Maruti,Alto,12,35000,Dealer,Petrol,Manual,19.7,796,46.3,5,225000
8665,11139,Maruti Wagon R,Maruti,Wagon R,10,30000,Individual,Petrol,Manual,18.9,998,67.1,5,215000
8666,11140,Maruti Swift Dzire,Maruti,Swift Dzire,8,82000,Dealer,Diesel,Manual,23.4,1248,74.0,5,425000
8667,11142,Mahindra Scorpio,Mahindra,Scorpio,6,55496,Dealer,Diesel,Manual,15.4,2179,120.0,7,925000
8668,11143,Volkswagen Polo,Volkswagen,Polo,2,36800,Dealer,Diesel,Manual,20.14,1498,88.0,5,675000
8669,11144,Maruti Alto,Maruti,Alto,6,38568,Dealer,Petrol,Manual,22.74,796,47.3,5,225000
8670,11146,Tata Tigor,Tata,Tigor,3,65000,Individual,Diesel,Manual,24.7,1047,69.0,5,600000
8671,11150,Honda City,Honda,City,7,25000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
8672,11151,Maruti Wagon R,Maruti,Wagon R,8,61996,Dealer,Petrol,Manual,20.51,998,67.04,5,300000
8673,11152,Maruti Wagon R,Maruti,Wagon R,5,32000,Dealer,Petrol,Manual,18.9,998,67.1,5,350000
8674,11155,Maruti Wagon R,Maruti,Wagon R,12,50000,Individual,Petrol,Manual,18.9,1061,67.0,5,200000
8675,11156,Maruti Alto,Maruti,Alto,5,29000,Individual,Petrol,Manual,22.74,796,47.3,5,240000
8676,11157,Ford Figo,Ford,Figo,4,44000,Dealer,Petrol,Manual,18.16,1196,86.8,5,580000
8677,11158,Mahindra Marazzo,Mahindra,Marazzo,3,41000,Individual,Diesel,Manual,17.3,1497,121.0,7,1050000
8678,11159,Maruti Alto,Maruti,Alto,10,68203,Dealer,Petrol,Manual,23.95,998,67.05,5,210000
8679,11160,Mahindra Bolero,Mahindra,Bolero,6,65211,Dealer,Diesel,Manual,15.96,2523,62.1,7,700000
8680,11161,BMW 3,BMW,3,3,40000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,3580000
8681,11162,Renault KWID,Renault,KWID,4,9265,Individual,Petrol,Manual,23.01,999,67.0,5,350000
8682,11164,Maruti Vitara,Maruti,Vitara,4,25000,Individual,Diesel,Manual,24.3,1248,88.5,5,830000
8683,11165,Volkswagen Vento,Volkswagen,Vento,7,70000,Dealer,Diesel,Manual,20.34,1498,103.2,5,470000
8684,11166,Maruti Baleno,Maruti,Baleno,5,67500,Individual,Petrol,Manual,21.4,1197,83.1,5,480000
8685,11168,Volkswagen Polo,Volkswagen,Polo,6,110000,Dealer,Diesel,Manual,19.91,1498,103.6,5,615000
8686,11169,Honda Amaze,Honda,Amaze,5,18800,Individual,Petrol,Manual,18.0,1198,86.7,5,450000
8687,11170,Volkswagen Vento,Volkswagen,Vento,9,52120,Dealer,Petrol,Manual,15.04,1598,103.6,5,249000
8688,11171,Maruti Swift,Maruti,Swift,7,47500,Dealer,Petrol,Manual,22.0,1197,81.8,5,400000
8689,11172,Maruti Ertiga,Maruti,Ertiga,4,18000,Individual,Petrol,Manual,17.5,1373,91.1,7,675000
8690,11174,Maruti Alto,Maruti,Alto,15,90000,Dealer,Petrol,Manual,19.7,796,46.3,5,110000
8691,11175,Ford Ecosport,Ford,Ecosport,7,72341,Dealer,Diesel,Manual,22.77,1498,98.59,5,510000
8692,11178,Hyundai Grand,Hyundai,Grand,4,77795,Dealer,Diesel,Manual,24.0,1186,73.97,5,475000
8693,11179,Maruti Swift Dzire,Maruti,Swift Dzire,9,250000,Individual,Diesel,Manual,19.3,1248,73.9,5,400000
8694,11181,Honda WR-V,Honda,WR-V,4,30000,Individual,Diesel,Manual,25.5,1498,98.6,5,750000
8695,11184,Hyundai i10,Hyundai,i10,7,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,285000
8696,11185,Hyundai Grand,Hyundai,Grand,3,18200,Dealer,Petrol,Manual,18.9,1197,81.86,5,500000
8697,11186,Toyota Innova,Toyota,Innova,9,120000,Individual,Petrol,Manual,12.4,1998,132.0,8,650000
8698,11188,Maruti Baleno,Maruti,Baleno,3,31400,Dealer,Petrol,Manual,21.01,1197,81.8,5,635000
8699,11189,Honda City,Honda,City,6,34277,Dealer,Petrol,Manual,17.8,1497,117.3,5,575000
8700,11190,Maruti Swift,Maruti,Swift,11,42500,Dealer,Diesel,Manual,25.2,1248,74.0,5,219000
8701,11191,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,9,186900,Dealer,Diesel,Automatic,11.3,2987,254.8,7,1690000
8702,11192,Maruti Alto,Maruti,Alto,5,50000,Individual,Petrol,Manual,23.95,998,67.05,5,280000
8703,11194,Maruti Ertiga,Maruti,Ertiga,5,90000,Individual,Diesel,Manual,24.52,1248,88.5,7,550000
8704,11195,Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,625000
8705,11197,Maruti Alto,Maruti,Alto,8,46783,Trustmark Dealer,CNG,Manual,30.46,796,47.3,5,210000
8706,11198,Maruti Swift Dzire,Maruti,Swift Dzire,4,23000,Dealer,Petrol,Manual,20.85,1197,83.14,5,525000
8707,11201,Maruti Alto,Maruti,Alto,2,40000,Individual,Petrol,Manual,24.7,796,47.3,5,290000
8708,11202,Maruti Swift Dzire,Maruti,Swift Dzire,11,59117,Dealer,Petrol,Manual,17.5,1298,85.8,5,300000
8709,11204,Audi A4,Audi,A4,7,32000,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1780000
8710,11205,Ford Ecosport,Ford,Ecosport,8,60000,Dealer,Diesel,Manual,22.7,1498,89.84,5,430000
8711,11206,Hyundai Verna,Hyundai,Verna,2,9915,Dealer,Diesel,Automatic,22.0,1582,126.2,5,1590000
